id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1523452631452364800,1523452631452364800,2022-05-08 16:59:46 Pacific Daylight Time,2022-05-08,16:59:46,-0700,1466750317899386881,chatroomcrypto,Mr. Crypto,,"$AVAX  Guys, Don't miss the next move in a few hours....&gt;~  https://t.co/G0h8kd5nWn",en,[],['https://discord.io/CryptoChatRoom'],[],0,0,0,[],['avax'],https://twitter.com/ChatroomCrypto/status/1523452631452364800,False,,0,,,,,,,,[],,,,
1523452615207825408,1523452615207825408,2022-05-08 16:59:42 Pacific Daylight Time,2022-05-08,16:59:42,-0700,1523113291005972480,echecapp,ECHEC,,⚠️ECHEC⚠️  ❌FOLLOW ECHEC ❌LIKE ❌RT  COMING SOON on Echelon 🚨  ⚠️ECHEC⚠️  #ECH #echelon #DEFI #BSC #AVAX #FTM #BNB #ETH @Echelon @EchelonFDN  https://t.co/oZj7TX0Sch,ht,"[{'screen_name': 'echelon', 'name': 'brandon thomas', 'id': '1399531'}, {'screen_name': 'echelonfdn', 'name': 'echelon blockchain', 'id': '1513043622211424261'}]",[],['https://pbs.twimg.com/media/FSRj_zbXEAM81Di.png'],0,0,0,"['ech', 'echelon', 'defi', 'bsc', 'avax', 'ftm', 'bnb', 'eth']",[],https://twitter.com/EchecApp/status/1523452615207825408,False,,1,https://pbs.twimg.com/media/FSRj_zbXEAM81Di.png,,,,,,,[],,,,
1523452394008621056,1523277464004444161,2022-05-08 16:58:49 Pacific Daylight Time,2022-05-08,16:58:49,-0700,1506273383767367688,aspirin_r1n,Aspirin,,@Avaxstarx @RASID10802548 @Rasidul100  #avax,und,"[{'screen_name': 'rasidul100', 'name': 'rasidul rasidul islam', 'id': '1523391958659780608'}]",[],[],0,0,0,['avax'],[],https://twitter.com/Aspirin_r1n/status/1523452394008621056,False,,0,,,,,,,,"[{'screen_name': 'Avaxstarx', 'name': 'AvaxStar', 'id': '2804384281'}]",,,,
1523452326890987521,1523414950567616512,2022-05-08 16:58:33 Pacific Daylight Time,2022-05-08,16:58:33,-0700,154418708,cmartineztech,🇸🇻Carlos Martinez🇺🇸 🚀,,@TheMoonCarl $avax,is,[],[],[],1,0,2,[],['avax'],https://twitter.com/cmartineztech/status/1523452326890987521,False,,0,,,,,,,,"[{'screen_name': 'TheMoonCarl', 'name': 'The Moon', 'id': '978732571738755072'}]",,,,
1523452029519405057,1523447560068734977,2022-05-08 16:57:22 Pacific Daylight Time,2022-05-08,16:57:22,-0700,1472941714788728839,valleygod777,PEACE GOD,,@CheemsXdev @Cryptoland1987 Great job!@Cryptoland1987 keep it up! #cheemsXarmy #community #avax #Giveaways   #crypto  https://t.co/fHCbopoya2,en,[],[],[],1,1,4,"['cheemsxarmy', 'community', 'avax', 'giveaways', 'crypto']",[],https://twitter.com/valleygod777/status/1523452029519405057,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1523452022682529792/pu/img/o4dDxswCtNsrfqH7.jpg,,,,,,,"[{'screen_name': 'CheemsXdev', 'name': 'Cheems X', 'id': '1516047206108835845'}, {'screen_name': 'Cryptoland1987', 'name': 'Happy pixel', 'id': '1458202192855412740'}]",,,,
1523451700019085312,1523451700019085312,2022-05-08 16:56:04 Pacific Daylight Time,2022-05-08,16:56:04,-0700,1007195480168845312,ccryptolio,Pennywise🔺🌖⛓,,"AVAX is 100,000 spiritually connected autists breeding crabs, feeding cocks an tradin joes #bokbok #snibsnib",en,[],[],[],0,0,1,"['bokbok', 'snibsnib']",[],https://twitter.com/CCryptolio/status/1523451700019085312,False,https://twitter.com/frankieblanco99/status/1523204697556799488,0,,,,,,,,[],,,,
1523451597962895361,1523451597962895361,2022-05-08 16:55:39 Pacific Daylight Time,2022-05-08,16:55:39,-0700,1506521966773248001,red_devotee,Red Devotee🔺🔫🔥⚔️💰,,It's about time #AVAX fam!! Are you ready??   @Chiknwhalegod @hoopdreamsbball @TheBallnChikn  would be coming through with @CloudHeadzNft.   MASSIVE GIVEAWAYS LOADING 👀  #thunderclapzz,en,"[{'screen_name': 'chiknwhalegod', 'name': 'chiknwhalegod(🥚,🥚)🔺(☁️,☁️)', 'id': '1453695021232713735'}, {'screen_name': 'hoopdreamsbball', 'name': 'hoopdreamsbball.avax🔺 (🏀,🏀) (🐔,🐔) (⛈,⛈)', 'id': '42772527'}, {'screen_name': 'theballnchikn', 'name': 'balln chikn 🔺', 'id': '2841952885'}, {'screen_name': 'cloudheadznft', 'name': 'cloudheadz 🔺️⛈ live minting now', 'id': '1501985655034941444'}]",[],[],0,0,4,"['avax', 'thunderclapzz']",[],https://twitter.com/Red_Devotee/status/1523451597962895361,False,https://twitter.com/TweetsbyCoachP/status/1523336593158729728,0,,,,,,,,[],,,,
1523451593370136576,1523451593370136576,2022-05-08 16:55:38 Pacific Daylight Time,2022-05-08,16:55:38,-0700,1491259334256472066,pizzagame_sales,Pizza Game Sales Tracker,,Pizza Chef #1364 SOLD for 0.32 #AVAX  https://t.co/f8IZa9GXqE,en,[],[],['https://pbs.twimg.com/media/FSRjJspXwAAGNKE.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1523451593370136576,False,,1,https://pbs.twimg.com/media/FSRjJspXwAAGNKE.png,,,,,,,[],,,,
1523451560180649984,1523451560180649984,2022-05-08 16:55:30 Pacific Daylight Time,2022-05-08,16:55:30,-0700,1214733602807779328,chilllltrades,LAZY Chillll.dox🪞🔺,,Damn spaces is trash when the right people not involved 😂😂😭 #pengu #aavx $avax,en,[],[],[],0,0,1,"['pengu', 'aavx']",['avax'],https://twitter.com/Chilllltrades/status/1523451560180649984,False,,0,,,,,,,,[],,,,
1523451501276012544,1523451501276012544,2022-05-08 16:55:16 Pacific Daylight Time,2022-05-08,16:55:16,-0700,866766758203576320,everrisewatcher,"EverWatch (5 chains, 1 Supply)",,#EverRise $RISE  $0.000796 🔴 -2.4% $57.0M Market Cap -2.4% 54073 Hodlrs +0.2%  $0.000816 (#Eth) 🟢 +0.6% $0.000788 (#BNB) 🔴 -8.6% $0.000792 (#Polygon) 🔴 -0.3% $0.000796 (#Ftm) 🔴 -0.7% $0.000785 (#Avax) 🔴 -1.6%  0.168% Burn $33.7M Staked TVL  $5.4M LP $1.0M Buyback  https://t.co/Amt6eIsg9k,en,[],[],['https://pbs.twimg.com/media/FSRjENkXIAUo48H.png'],1,0,1,"['everrise', 'eth', 'bnb', 'polygon', 'ftm', 'avax']",['rise'],https://twitter.com/everrisewatcher/status/1523451501276012544,False,,1,https://pbs.twimg.com/media/FSRjENkXIAUo48H.png,,,,,,,[],,,,
1523451458556862469,1523451458556862469,2022-05-08 16:55:06 Pacific Daylight Time,2022-05-08,16:55:06,-0700,1468280210885951492,partyguy6969,Party Guy,,#EverRise $RISE #EverRiseV3 #EverRiseEDU #DeFi #Crypto #Cryptocurrency #100xgem #BSC #Ethereum #AVAX #Matic #MultiChain #Altseason2022 #Avalanche  https://t.co/fankkWBYDS,en,[],[],['https://pbs.twimg.com/media/FSRjBtRX0AA5pAE.jpg'],0,0,0,"['everrise', 'everrisev3', 'everriseedu', 'defi', 'crypto', 'cryptocurrency', '100xgem', 'bsc', 'ethereum', 'avax', 'matic', 'multichain', 'altseason2022', 'avalanche']",['rise'],https://twitter.com/PartyGuy6969/status/1523451458556862469,False,,1,https://pbs.twimg.com/media/FSRjBtRX0AA5pAE.jpg,,,,,,,[],,,,
1523451439376642049,1523451439376642049,2022-05-08 16:55:02 Pacific Daylight Time,2022-05-08,16:55:02,-0700,1494204549615489026,washburnmichell,Washburn Michell,,"On this day last year🚀 #BTC #ETH #DOGE    $BTC：$58,803.78  $ETH：$3,902.65  $ADA：$1.62  $BNB：$646.10  $VET：$0.2233  $AVAX：$38.32  $LUNA：$16.98  $SOL：$45.56  $DOGE：$0.6364  $MATIC：$0.8483  $ 1.44",en,[],[],[],1,0,1,"['btc', 'eth', 'doge']",[],https://twitter.com/WashburnMichell/status/1523451439376642049,False,,0,,,,,,,,[],,,,
1523451344975441920,1523451344975441920,2022-05-08 16:54:39 Pacific Daylight Time,2022-05-08,16:54:39,-0700,374576157,bangameen,BANGA🦧🦍 BORN A BANGA,,avax yearly low will be bt 38-28 bucks,en,[],[],[],0,0,0,[],[],https://twitter.com/bangameen/status/1523451344975441920,False,,0,,,,,,,,[],,,,
1523451087445164033,1523277464004444161,2022-05-08 16:53:38 Pacific Daylight Time,2022-05-08,16:53:38,-0700,1449566443641524224,samsulhaq00,Samsulhaq,,@Avaxstarx Great project   @Emma1132  @MahaburEmon  @Mahmudu19470492  #avax,en,"[{'screen_name': 'emma1132', 'name': 'emma', 'id': '1406303039212777472'}, {'screen_name': 'mahaburemon', 'name': 'mahabur rohman emon', 'id': '1433885191983009812'}, {'screen_name': 'mahmudu19470492', 'name': 'mahmudul hasan', 'id': '1451246959646232577'}]",[],[],0,0,1,['avax'],[],https://twitter.com/Samsulhaq00/status/1523451087445164033,False,,0,,,,,,,,"[{'screen_name': 'Avaxstarx', 'name': 'AvaxStar', 'id': '2804384281'}]",,,,
1523451021397135362,1522607129236066305,2022-05-08 16:53:22 Pacific Daylight Time,2022-05-08,16:53:22,-0700,1458247281480814593,potatomoney_,@Frank Magma Cukaz,,"@avocadopassion I'm going to hold on, this is normal and $AVAX is not going to collapse that easily, it has a good way to go from what is usually positive and bullish.",en,[],[],[],0,0,1,[],['avax'],https://twitter.com/Potatomoney_/status/1523451021397135362,False,,0,,,,,,,,"[{'screen_name': 'avocadopassion', 'name': 'WhAtever', 'id': '1377997395401830402'}]",,,,
1523450918163070977,1523223703781527554,2022-05-08 16:52:57 Pacific Daylight Time,2022-05-08,16:52:57,-0700,420724907,yakiginnan13,焼銀杏〜逆神の貴公子〜,,@1buG6grvvkTluAG 私は30500以下は無限ナンピンです😊 私も、LUNAより断然AVAXだとみてます✨,ja,[],[],[],0,0,0,[],[],https://twitter.com/yakiginnan13/status/1523450918163070977,False,,0,,,,,,,,"[{'screen_name': '1buG6grvvkTluAG', 'name': '海山', 'id': '1047379933712932864'}]",,,,
1523450425739210752,1523450425739210752,2022-05-08 16:51:00 Pacific Daylight Time,2022-05-08,16:51:00,-0700,836687203107495936,redwhiteandbaco,Bacon,,"Learning about $GLP on @GMX_IO. Unsure if the yield will stay so high on the bear, but right now it seems like a very nice play for a bear market.  Index of Avax, Eth, BTC and stablecoins",en,"[{'screen_name': 'gmx_io', 'name': 'gmx \U0001fad0', 'id': '1363739197018828802'}]",[],[],6,4,27,[],['glp'],https://twitter.com/RedWhiteAndBaco/status/1523450425739210752,False,,0,,,,,,,,[],,,,
1523450416809541633,1523450416809541633,2022-05-08 16:50:58 Pacific Daylight Time,2022-05-08,16:50:58,-0700,1495349762001981444,cryptonews12342,Crypto News,,"On this day last year,  $BTC: $58,803.78 $ETH: $3,902.65 $ADA: $1.62 $BNB: $646.10 $VET: $0.2233 $AVAX: $38.32 $LUNA: $16.98 $SOL: $45.56 $DOGE: $0.6364 $MATIC: $0.8483 $MANA: $1.44",en,[],[],[],0,0,0,[],"['btc', 'eth', 'ada', 'bnb', 'vet', 'avax', 'luna', 'sol', 'doge', 'matic', 'mana']",https://twitter.com/cryptonews12342/status/1523450416809541633,False,,0,,,,,,,,[],,,,
1523450377504395264,1523450377504395264,2022-05-08 16:50:48 Pacific Daylight Time,2022-05-08,16:50:48,-0700,1491259334256472066,pizzagame_sales,Pizza Game Sales Tracker,,Pizza Chef #3899 SOLD for 0.33 #AVAX  https://t.co/uJXqcsdYVu,en,[],[],['https://pbs.twimg.com/media/FSRiC6VXwAEFdW-.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1523450377504395264,False,,1,https://pbs.twimg.com/media/FSRiC6VXwAEFdW-.png,,,,,,,[],,,,
1523450348974735362,1522352077833445381,2022-05-08 16:50:42 Pacific Daylight Time,2022-05-08,16:50:42,-0700,1472619178196713490,igotcrypto843,I GOT CRYPTO,,@jonray Can we still use our SMRTr JLP to bond into NFTreasure instead of bonding into Jade on Avax?,en,[],[],[],1,0,0,[],[],https://twitter.com/igotcrypto843/status/1523450348974735362,False,,0,,,,,,,,"[{'screen_name': 'jonray', 'name': 'Jon Ray (🧠,🧠)', 'id': '7631942'}]",,,,
1523450236508717056,1523450236508717056,2022-05-08 16:50:15 Pacific Daylight Time,2022-05-08,16:50:15,-0700,866766758203576320,everrisewatcher,"EverWatch (5 chains, 1 Supply)",,#EverRise $RISE  $0.000798 🔴 -2.0% $57.2M Market Cap -2.0% 54072 Hodlrs +0.2%  $0.000821 (#Eth) 🟢 +1.2% $0.000788 (#BNB) 🔴 -8.5% $0.000794 (#Polygon) 🔴 -0.1% $0.000799 (#Ftm) 🔴 -0.3% $0.000788 (#Avax) 🔴 -1.3%  0.168% Burn $33.8M Staked TVL  $5.4M LP $1.0M Buyback  https://t.co/AQsLfHamXK,en,[],[],['https://pbs.twimg.com/media/FSRh6l0XMAAB2JS.png'],1,0,1,"['everrise', 'eth', 'bnb', 'polygon', 'ftm', 'avax']",['rise'],https://twitter.com/everrisewatcher/status/1523450236508717056,False,,1,https://pbs.twimg.com/media/FSRh6l0XMAAB2JS.png,,,,,,,[],,,,
