id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1511493881157898241,1511493881157898241,2022-04-05 16:59:58,2022-04-05,16:59:58,-0700,977581546289946625,avaxecoalert,AVAX ECOSYSTEM ALERT 🔺,,"↓ #AVAX PRICE = 91,37 Rank = #10 #AVAX = 1 $AVAX 1D: -5.16% CHANGING = -5,15 ▅▃▁",en,[],[],[],0,0,0,"['avax', 'avax']",['avax'],https://twitter.com/AVAXECOALERT/status/1511493881157898241,False,,0,,,,,,,,[],,,,
1511493835360247813,1511365056650354688,2022-04-05 16:59:47,2022-04-05,16:59:47,-0700,1347209022332669959,nicolaspugh4,SerenitySoldier.eth 🇲🇹,,"@ThorNodes A BUNCH OF SCAMERS, THOR STOLE MY REWARDS AND CHARGED ME 2 AVAX PER NODE (I HAVE OVER 25 ODIN NODES) TO REACTIVATE AND THEN ANOTHER NODE FCK. DO NOT EVER INVEST IN THESE MOTHER FUCKERS  YOU ARE WELCOME IN ADVANCE",en,[],[],[],1,0,2,[],[],https://twitter.com/NicolasPugh4/status/1511493835360247813,False,,0,,,,,,,,"[{'screen_name': 'ThorNodes', 'name': 'Thor Financial', 'id': '1467578265590185985'}]",,,,
1511493818234945547,1511488195300630535,2022-04-05 16:59:43,2022-04-05,16:59:43,-0700,1717710980,mayalockett,Locked In With Lockett,,@Cryptoaap @puchikisine @kubanowo @semmim00 @scotshighlander @avax_art @Kevinc90roghan @SkyNoam23 @gabeforge89 @EVogiatzoglou @coinrbicom @BreezAbunDance @sdgolub @Viperc66 @MatthiasNiemie1 @Rick87dtx @KaanHateSad,und,"[{'screen_name': 'puchikisine', 'name': 'v', 'id': '1468179527239036928'}, {'screen_name': 'kubanowo', 'name': 'kubanowo', 'id': '966809636'}, {'screen_name': 'semmim00', 'name': 'samuel mitterruztner', 'id': '1478386485921558541'}, {'screen_name': 'scotshighlander', 'name': 'highlander🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', 'id': '158237186'}, {'screen_name': 'avax_art', 'name': 'avax art collective', 'id': '1407924602970456070'}, {'screen_name': 'kevinc90roghan', 'name': 'kevincroghan', 'id': '17465493'}, {'screen_name': 'skynoam23', 'name': 'gihan desh', 'id': '1452126148196921349'}, {'screen_name': 'gabeforge89', 'name': 'gabeforge89', 'id': '1454326352027406340'}, {'screen_name': 'evogiatzoglou', 'name': 'evgenios vogiatzoglou', 'id': '1478359279035985921'}, {'screen_name': 'coinrbicom', 'name': 'coinrbi', 'id': '1428059670552334342'}, {'screen_name': 'breezabundance', 'name': 'ambreezy', 'id': '1383830819299467266'}, {'screen_name': 'sdgolub', 'name': 'omhmie4life', 'id': '1887357848'}, {'screen_name': 'viperc66', 'name': 'viperc', 'id': '1470938044286967808'}, {'screen_name': 'matthiasniemie1', 'name': 'matthias niemietz', 'id': '1357780278723436546'}, {'screen_name': 'rick87dtx', 'name': 'ricky', 'id': '354247546'}]",[],[],0,0,0,[],[],https://twitter.com/mayalockett/status/1511493818234945547,False,,0,,,,,,,,[],,,,
1511493790116335619,1511493790116335619,2022-04-05 16:59:36,2022-04-05,16:59:36,-0700,1275549194330177537,paulinammf11,🇻🇪Paulina M♥️🏆,,it would be very good to be selected trying it good luck to all🤞  🔴Tag Friend 🏷️ @puresa12 @0acrolinaflores @keibel_tenorio  #Avax   #Avalanche   #Giveaway #Solana #DEX,en,"[{'screen_name': 'puresa12', 'name': 'carolina.bit', 'id': '1423303960568516611'}, {'screen_name': '0acrolinaflores', 'name': 'mariolis carolina', 'id': '1311721170576736257'}, {'screen_name': 'keibel_tenorio', 'name': 'keibel.k', 'id': '4344937276'}]",[],[],0,0,1,"['avax', 'avalanche', 'giveaway', 'solana', 'dex']",[],https://twitter.com/PaulinaMMF11/status/1511493790116335619,False,https://twitter.com/WRContest/status/1511389241712193536,0,,,,,,,,[],,,,
1511493710541901826,1511389241712193536,2022-04-05 16:59:17,2022-04-05,16:59:17,-0700,1275549194330177537,paulinammf11,🇻🇪Paulina M♥️🏆,,@WRContest @AvaxShop it would be very good to be selected trying it good luck to all🤞  🔴Tag Friend 🏷️ @puresa12 @0acrolinaflores @keibel_tenorio  #Avax   #Avalanche   #Giveaway #Solana #DEX  https://t.co/CfK9e5bCm1,en,"[{'screen_name': 'puresa12', 'name': 'carolina.bit', 'id': '1423303960568516611'}, {'screen_name': '0acrolinaflores', 'name': 'mariolis carolina', 'id': '1311721170576736257'}, {'screen_name': 'keibel_tenorio', 'name': 'keibel.k', 'id': '4344937276'}]",[],"['https://pbs.twimg.com/media/FPnnfy-X0AIDbix.jpg', 'https://pbs.twimg.com/media/FPnnhPUXsAELjbj.jpg']",0,0,2,"['avax', 'avalanche', 'giveaway', 'solana', 'dex']",[],https://twitter.com/PaulinaMMF11/status/1511493710541901826,False,,1,https://pbs.twimg.com/media/FPnnfy-X0AIDbix.jpg,,,,,,,"[{'screen_name': 'WRContest', 'name': 'Giveaway Contest', 'id': '1446688650717061121'}, {'screen_name': 'AvaxShop', 'name': 'Avax Shop🔺', 'id': '119047365'}]",,,,
1511493686105976833,1511493686105976833,2022-04-05 16:59:11,2022-04-05,16:59:11,-0700,1364280649947971584,yineliqoldum,MtnDG,,#AVAX 94.39'dan dönünce bir daha fırsat vermeyebilir diye market buy yapmıştım ama yarım R'la :(  https://t.co/MDz6DgxrTW,tr,[],[],"['https://pbs.twimg.com/media/FPnnPzfXIAIDr8U.png', 'https://pbs.twimg.com/media/FPnnRDIXIAg-Ud8.jpg']",1,0,0,['avax'],[],https://twitter.com/YineLiqOldum/status/1511493686105976833,False,https://twitter.com/YineLiqOldum/status/1511356633619783691,1,https://pbs.twimg.com/media/FPnnPzfXIAIDr8U.png,,,,,,,[],,,,
1511493672818425856,1511493672818425856,2022-04-05 16:59:08,2022-04-05,16:59:08,-0700,1370466760395218945,victormizrahi12,Victor,,"BTC, ETH, BNB, SOL, XRP, ADA, LUNA, AVAX, DOT, DOGE #CryptoCurrency via  https://t.co/O7k0IGqNQq  https://t.co/8IqtAlfrBH",en,[],"['http://twinybots.ch', 'https://cointelegraph.com/news/price-analysis-4-4-btc-eth-bnb-sol-xrp-ada-luna-avax-dot-doge']",[],0,0,0,['cryptocurrency'],[],https://twitter.com/VictorMizrahi12/status/1511493672818425856,False,,0,,,,,,,,[],,,,
1511493630221250562,1511493630221250562,2022-04-05 16:58:58,2022-04-05,16:58:58,-0700,1480738179288563714,bokboknews,Chikn NFT News & Resources | #BokBokNews,,Fine Feathered Friends....  #AVAX  #Avalanche  @chikn_nft,en,"[{'screen_name': 'chikn_nft', 'name': 'chikn 🔺 roostr 🔺 $egg 🥚', 'id': '1457879822261047298'}]",[],[],0,1,14,"['avax', 'avalanche']",[],https://twitter.com/BokBokNews/status/1511493630221250562,False,https://twitter.com/hoopdreamsbball/status/1511491418253979650,0,,,,,,,,[],,,,
1511493507025883142,1511493507025883142,2022-04-05 16:58:28,2022-04-05,16:58:28,-0700,866766758203576320,everrisewatcher,"EverWatch (5 chains, 1 Supply)",,#EverRise  $0.000960 Δ -2.9% 🔴 $68.7M Market Cap -2.9% 50863 Hodlrs +0.2%  $0.000967 (#Eth) Δ -0.1% 🔴 $0.000966 (#BNB) Δ -9.5% 🔴 $0.000966 (#Polygon) Δ +1.2% 🟢 $0.000925 (#Ftm) Δ -3.8% 🔴 $0.000973 (#Avax) Δ -1.2% 🔴  $7.6M LP $2.5M Buyback  https://t.co/6YTjfR8zEP,und,[],[],['https://pbs.twimg.com/media/FPnnVP7WYAM8IDL.png'],0,1,0,"['everrise', 'eth', 'bnb', 'polygon', 'ftm', 'avax']",[],https://twitter.com/everrisewatcher/status/1511493507025883142,False,,1,https://pbs.twimg.com/media/FPnnVP7WYAM8IDL.png,,,,,,,[],,,,
1511493432241713155,1511296964847185920,2022-04-05 16:58:11,2022-04-05,16:58:11,-0700,1424240661406961666,grveyrdcrypt,graveyard🎴🔺,,"@hoopdreamsbball @BubbaCrypto23 @NerdHerder_Dani @necessarygrowth fingers crossed mate, one day all the #avax boys will see each other in business class and be embraced by a tip of the hat and raise of a glass🍸 if all else fails I make a mean coffee ☕️  https://t.co/4YNsOX8kw4",en,[],[],['https://pbs.twimg.com/media/FPnnQz1aMAEwmT8.jpg'],0,0,5,['avax'],[],https://twitter.com/grveYRDcrypt/status/1511493432241713155,False,,1,https://pbs.twimg.com/media/FPnnQz1aMAEwmT8.jpg,,,,,,,"[{'screen_name': 'hoopdreamsbball', 'name': 'HoopDreamsBball.Avax🔺 (🐔,🐔) (🏀,🏀)', 'id': '42772527'}, {'screen_name': 'BubbaCrypto23', 'name': 'Bubba🔺', 'id': '1324045046904139777'}, {'screen_name': 'NerdHerder_Dani', 'name': 'Dani Schlarmann🔺', 'id': '989268674534981633'}, {'screen_name': 'necessarygrowth', 'name': 'Naldo 🔺', 'id': '1137132440600944641'}]",,,,
