id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1515117761969721345,1514940281203970052,2022-04-15 16:59:58,2022-04-15,16:59:58,-0700,762515263,some_nft,SomeNFT.eth,,@wiss_wisss @RTFKTstudios Need this so bad lol😆 Somenft.eth,en,[],[],[],0,0,0,[],[],https://twitter.com/Some_NFT/status/1515117761969721345,False,,0,,,,,,,,"[{'screen_name': 'wiss_wisss', 'name': 'OXU-9 da MetaThief', 'id': '2348666793'}, {'screen_name': 'RTFKTstudios', 'name': 'RTFKT Studios', 'id': '1122468522297298945'}]",,,,
1515117760010805248,1515108681012355072,2022-04-15 16:59:58,2022-04-15,16:59:58,-0700,404464892,qualadder,Quentin Lader,,@VitalikButerin All major newspapers are already owned by billionaires. Help Elon size twitter for the slightly greater good.,en,[],[],[],0,0,8,[],[],https://twitter.com/qualadder/status/1515117760010805248,False,,0,,,,,,,,"[{'screen_name': 'VitalikButerin', 'name': 'vitalik.eth', 'id': '295218901'}]",,,,
1515117758891053070,1514970634182221825,2022-04-15 16:59:57,2022-04-15,16:59:57,-0700,1414602564704874499,zacfromtheblock,Zac from the Block,,@DopeOxide @zorion_eth @DobiesNFT @matheo_9247 @zorion_eth @Phoebe6274,und,"[{'screen_name': 'zorion_eth', 'name': 'zorion', 'id': '1418250645245734915'}, {'screen_name': 'phoebe6274', 'name': 'phoebe', 'id': '1453511656361824256'}]",[],[],0,0,0,[],[],https://twitter.com/ZacFromTheBlock/status/1515117758891053070,False,,0,,,,,,,,"[{'screen_name': 'DopeOxide', 'name': 'DopeOxide', 'id': '1218772310317862913'}, {'screen_name': 'zorion_eth', 'name': 'Zorion', 'id': '1418250645245734915'}, {'screen_name': 'DobiesNFT', 'name': 'Dobies', 'id': '1514297054754914316'}]",,,,
1515117756240310272,1514959431297290252,2022-04-15 16:59:57,2022-04-15,16:59:57,-0700,1416185883766710273,athertondude,Zoe,,@NFTSHOUNEN @projectPXN @Tristan05663691 @Otelia_eth @MeridianEat,und,"[{'screen_name': 'otelia_eth', 'name': 'otelia', 'id': '1458891407545016320'}, {'screen_name': 'meridianeat', 'name': 'marian', 'id': '1416192788576702465'}]",[],[],0,0,0,[],[],https://twitter.com/AthertonDude/status/1515117756240310272,False,,0,,,,,,,,"[{'screen_name': 'NFTSHOUNEN', 'name': 'S H O U N E N', 'id': '568946493'}, {'screen_name': 'projectPXN', 'name': 'Phantom Network', 'id': '1465940862928658437'}]",,,,
1515117752935145474,1514959431297290252,2022-04-15 16:59:56,2022-04-15,16:59:56,-0700,1416183668561829891,augustocarpot,Dawn🀄️,,@NFTSHOUNEN @projectPXN @Niramol_eth @sao8521 @Snooke_Eth @Niramol_eth,und,"[{'screen_name': 'sao8521', 'name': 'ชิดชนก บุญศรี', 'id': '1419923240231653376'}, {'screen_name': 'snooke_eth', 'name': 'snooker', 'id': '1251779129478836225'}, {'screen_name': 'niramol_eth', 'name': 'niramol', 'id': '1244261682353803269'}]",[],[],0,0,0,[],[],https://twitter.com/Augustocarpot/status/1515117752935145474,False,,0,,,,,,,,"[{'screen_name': 'NFTSHOUNEN', 'name': 'SHOUNEN', 'id': '568946493'}, {'screen_name': 'projectPXN', 'name': 'Phantom Network', 'id': '1465940862928658437'}]",,,,
1515117747843309570,1514934510902677504,2022-04-15 16:59:55,2022-04-15,16:59:55,-0700,1419948788815437825,ronna_mes,Ronna,,@eth_apple @BlvckParis @searchfi_eth @Tracybilabo @TimonTilon @KapsizesNFT @Sickonapp,und,"[{'screen_name': 'kapsizesnft', 'name': 'kapsize', 'id': '1419640071498604545'}, {'screen_name': 'sickonapp', 'name': 'napp', 'id': '1419700099895074822'}]",[],[],0,0,0,[],[],https://twitter.com/Ronna_mes/status/1515117747843309570,False,,0,,,,,,,,"[{'screen_name': 'eth_apple', 'name': 'ETH.APPLE', 'id': '4769203704'}, {'screen_name': 'BlvckParis', 'name': 'Blvck Paris', 'id': '1330836018195476481'}, {'screen_name': 'searchfi_eth', 'name': 'APPLE.Manager', 'id': '1494219516292722689'}, {'screen_name': 'Tracybilabo', 'name': 'Tracy💭|Skyverse|Isoroom|BeatBots|Kaijufrenz🤝', 'id': '1432739549113815040'}]",,,,
1515117745440018436,1515117745440018436,2022-04-15 16:59:54,2022-04-15,16:59:54,-0700,1319937348344315905,iost_210,会長@IOST&NXDホールディングス,,ATH（All Time High） 過去最高値のこと  #ATH #BTC #ETH #IOST #XRP,ja,[],[],[],0,0,1,"['ath', 'btc', 'eth', 'iost', 'xrp']",[],https://twitter.com/IOST_210/status/1515117745440018436,False,,0,,,,,,,,[],,,,
1515117745343549443,1515069731316850688,2022-04-15 16:59:54,2022-04-15,16:59:54,-0700,1482419411352961027,azinrostami11,AZIN,,@arian_mohazab @NFTMillionaire ETH tomb 😱,cy,[],[],[],0,0,1,[],[],https://twitter.com/azinrostami11/status/1515117745343549443,False,,0,,,,,,,,"[{'screen_name': 'arian_mohazab', 'name': 'Arian MB', 'id': '1484256041814659078'}, {'screen_name': 'NFTMillionaire', 'name': 'Abbas〽️', 'id': '1282887357411274752'}]",,,,
1515117743976206336,1515117743976206336,2022-04-15 16:59:54,2022-04-15,16:59:54,-0700,1486148617719144451,eyebots,Constance,,SHORT CIRCUITS ✨ A small series of abstract expressions restricted by boundaries.  Gradual release to a total of 30. .03 eth each  See them all on @opensea   https://t.co/JUIkokTeR2  #NFTs #NFTCollection #NFTart #WomenInNFTs #OpenSeaNFT  https://t.co/Lntc8PvrqG,en,"[{'screen_name': 'opensea', 'name': 'opensea', 'id': '946213559213555712'}]",['https://opensea.io/collection/eyebots'],['https://pbs.twimg.com/tweet_video_thumb/FQbHjMOWYAozcba.jpg'],0,0,2,"['nfts', 'nftcollection', 'nftart', 'womeninnfts', 'openseanft']",[],https://twitter.com/eyebots/status/1515117743976206336,False,,1,https://pbs.twimg.com/tweet_video_thumb/FQbHjMOWYAozcba.jpg,,,,,,,[],,,,
1515117743296716803,1514878651711557632,2022-04-15 16:59:54,2022-04-15,16:59:54,-0700,1490798157164589056,beckypr18718300,Becky Pratt,,@shikigai_nft @RosieMa78482041 @qbit_eth @airix___ @NgtXw @prawncrypto @cryptonftfreak @E4Roniexperia @nftgerry,und,"[{'screen_name': 'prawncrypto', 'name': 'prawncrypts', 'id': '1343256323878739968'}, {'screen_name': 'cryptonftfreak', 'name': 'thechamp.eth', 'id': '1359544103931887617'}, {'screen_name': 'e4roniexperia', 'name': 'ronienfts', 'id': '4793956709'}, {'screen_name': 'nftgerry', 'name': 'ξ gerry ξ 🍌', 'id': '1287115561684656128'}]",[],[],0,0,0,[],[],https://twitter.com/BeckyPr18718300/status/1515117743296716803,False,,0,,,,,,,,"[{'screen_name': 'shikigai_nft', 'name': 'Shikigai', 'id': '1494755987630157824'}, {'screen_name': 'RosieMa78482041', 'name': 'Rosie Martin', 'id': '1490847410842923009'}, {'screen_name': 'qbit_eth', 'name': 'qbit.eth', 'id': '954278148790657026'}, {'screen_name': 'airix___', 'name': 'airix', 'id': '1472078600325279750'}]",,,,
