id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1523452686414213122,1523450578634166273,2022-05-08 16:59:59 Pacific Daylight Time,2022-05-08,16:59:59,-0700,1412365725382098944,dlgrze,Dlgrzee,,@cz_binance #btc 😭😭😭,und,[],[],[],2,0,1,['btc'],[],https://twitter.com/Dlgrze/status/1523452686414213122,False,,0,,,,,,,,"[{'screen_name': 'cz_binance', 'name': 'CZ 🔶 Binance', 'id': '902926941413453824'}]",,,,
1523452684094742528,1523367911926411265,2022-05-08 16:59:58 Pacific Daylight Time,2022-05-08,16:59:58,-0700,1500620023290900484,ahmetmahmutsoy1,Ahmet Mahmut Soykan,,@Analizustasii Xrp nin Usdt mi yoksa BTC Paridesini mi alalım,tr,[],[],[],0,0,1,[],[],https://twitter.com/AhmetMahmutSoy1/status/1523452684094742528,False,,0,,,,,,,,"[{'screen_name': 'Analizustasii', 'name': 'Analiz Ustasi', 'id': '1492387644906561536'}]",,,,
1523452683876667392,1523452683876667392,2022-05-08 16:59:58 Pacific Daylight Time,2022-05-08,16:59:58,-0700,1035585147561754625,vechief117,ⓋeChief,,Why is no one talking about how we are severely screwed right now 🤣 #btc,en,[],[],[],1,0,7,['btc'],[],https://twitter.com/VeChief117/status/1523452683876667392,False,,0,,,,,,,,[],,,,
1523452677279010816,1523452677279010816,2022-05-08 16:59:57 Pacific Daylight Time,2022-05-08,16:59:57,-0700,1501922448324927500,livepricecrypto,Live Price Crypto,,#Bitcoin Last Price $34103 #BTC 🚀 Daily Indicators: -RSI: 31.9 -MA(20): 38607 -MA(50): 41458 -MA(200): 46370 -Bollinger B. lower/upper: 34821/42393  #Ethereum Last Price $2524 #ETH -RSI: 34.1 -MA(20): 2858 -MA(50): 3053 -MA(200): 3417 -BB: 2572/3145  #Crypto #Live  65326,it,[],[],[],0,0,0,"['bitcoin', 'btc', 'ethereum', 'eth', 'crypto', 'live']",[],https://twitter.com/LivePriceCrypto/status/1523452677279010816,False,,0,,,,,,,,[],,,,
1523452676809261057,1523452676809261057,2022-05-08 16:59:57 Pacific Daylight Time,2022-05-08,16:59:57,-0700,1012608005056049152,short_vs_long,SHORT vs LONG(Beta),,24H 2022/05/08 20:00 (2022/05/07 19:59) LONG : 52159.11 BTC (+1608.64 BTC) SHORT : 3096.44 BTC (+324.65 BTC) LS比 : 94%  vs 5% (94% vs 5%),in,[],[],[],0,0,0,[],[],https://twitter.com/short_vs_long/status/1523452676809261057,False,,0,,,,,,,,[],,,,
1523452675651620864,1523452675651620864,2022-05-08 16:59:56 Pacific Daylight Time,2022-05-08,16:59:56,-0700,1012608005056049152,short_vs_long,SHORT vs LONG(Beta),,1H 2022/05/08 20:00 (2022/05/08 18:59)  LONG : 52159.11 BTC (+99.29 BTC) SHORT : 3096.44 BTC (+6.3 BTC)  LS比 : 94%  vs 5% (94% vs 5%),in,[],[],[],0,0,0,[],[],https://twitter.com/short_vs_long/status/1523452675651620864,False,,0,,,,,,,,[],,,,
1523452649034903555,1523452649034903555,2022-05-08 16:59:50 Pacific Daylight Time,2022-05-08,16:59:50,-0700,1346347979221786624,sumi2021,Sumaiya Sumi,,#SeasonalTokens #CryptoMining #CyclicalInvesting #BTC  https://t.co/ipevgqtiw6  https://t.co/AHOkBh5pU7,und,[],"['https://seasonaltokens.org', 'https://discord.gg/Q8XZgJEDD3']",[],0,0,1,"['seasonaltokens', 'cryptomining', 'cyclicalinvesting', 'btc']",[],https://twitter.com/sumi2021/status/1523452649034903555,False,https://twitter.com/Seasonal_Tokens/status/1521414263679635456,0,,,,,,,,[],,,,
1523452638741680128,1523356422053896192,2022-05-08 16:59:48 Pacific Daylight Time,2022-05-08,16:59:48,-0700,18462548,guerrero19209,Life_is_Good,,@mikealfred btc is hard money....get that in ur head,en,[],[],[],1,0,0,[],[],https://twitter.com/guerrero19209/status/1523452638741680128,False,,0,,,,,,,,"[{'screen_name': 'mikealfred', 'name': 'Mike Alfred', 'id': '95257097'}]",,,,
1523452636468776961,1523452636468776961,2022-05-08 16:59:47 Pacific Daylight Time,2022-05-08,16:59:47,-0700,1397021526147403783,azouaghsid,Sidtrading,,Gros Gap baissier BTC  à l ouverture des marchés traditionnels qui doit être comblée  https://t.co/irIyx3hJyH,fr,[],[],['https://pbs.twimg.com/media/FSRkGQXX0AEqTCW.jpg'],4,1,41,[],[],https://twitter.com/AzouaghSid/status/1523452636468776961,False,,1,https://pbs.twimg.com/media/FSRkGQXX0AEqTCW.jpg,,,,,,,[],,,,
1523452629451296768,1523452629451296768,2022-05-08 16:59:45 Pacific Daylight Time,2022-05-08,16:59:45,-0700,316303881,tengkorack_,T,,"Prediksi RENUSDT, setup long. dyor. #renusdt #BTC  https://t.co/ylLzpI5auk",in,[],['https://www.tradingview.com/chart/RENUSDTPERP/Wp4WSZRt/'],[],0,0,0,"['renusdt', 'btc']",[],https://twitter.com/tengkorack_/status/1523452629451296768,False,,0,,,,,,,,[],,,,
