,id,text
30,1519412348242612230,"The $BTC price is at $39,211.59 right now.
🟢 Compared to the last tweet, the price has increased by $169.56 (0.43%).
🟢 In the last 24 hours the price has increased by $1,173.88 (3.09%).

#Bitcoin #BTC https://t.co/1OZGR9hNDv"
31,1519412345503686660,"@crypto_watcher1 Check out #MetaAPE. Great roadmap and amazing tokenomics.

💰5% BTC REWARD HOURLY.
📅Upcoming MultiChain Launch 29 April 2022
🔓Locked Liquidity Pool
💰SINGLE-STAKING.
🔥Massive Burns

Follow:
@MetapeFinance

#MetaAPE #1000xgem #100xgem #BSCGems #BSCGemsAlert #BSCGemsAlert #BSC"
32,1519412344996212742,"@btc_charlie @jimtalbot I DM'd you two days ago I think, let me know if you need more people for CS"
33,1519412342844497920,RT @PitbullSavasc: @SolGifterNFT @IncomeBear Lets GOOO 100x 🔥🔥🔥🔥 Page :. . https://t.co/gvYYyNhB2w #btc #bnb #bsc #PancakeSwap #poocoin #do…
34,1519412340449587203,"RT @JanWues: Who bought ze dip? Well, someone did at the #Bitcoin Purpose spot ETF yesterday. More than 1k $BTC added after weeks of primar…"
35,1519412339023482882,"RT @TurkInfluencer: 🎁🐺Avci Wolf etkinliği

Prize
1x .1 #SOLANA (150₺)
1x 400₺

To enter:
1️⃣Follow @Soportlandnft &amp; @TurkInfluencer
2️⃣Rt+f…"
36,1519412337949634560,"#ETH - long alert 🤑🤑

Exchange     : FTX
Market         : $ETH - $PERP
Volume        : $6,583,641
Price            : $2877.1

$BTC #BTC $ETH #ETH"
37,1519412337740025856,"RT @ShibNFTMeta: $20000 Giveaway! ☀️🤫

As a Celebration for Elon Musk buying twitter + my pinned #NFT giveaway 

Giving Away $20000 in $ETH…"
38,1519412337215565824,"RT @NodesCryptoo: I will Share $1000 for 2 winners,  $500/person in #BNB 

If I Reach 28k Followers 

To enter:
1️⃣ Follow Us 
2️⃣ Like and…"
39,1519412336716443648,"#ZEC - long alert 💵🤑

Exchange     : FTX
Market         : $ZEC - $PERP
Volume        : $249,240
Price            : $150.46

$BTC #BTC $ETH #ETH https://t.co/nytkIe9Yoz"
40,1519412336590610432,@elonmusk @robbysoave @esaagar ng to give 5000 $BTC complete the puzzle1h
41,1519412335420624896,"⬆ RSI overbought for BTCUSDT on 5 min timeframe 

 $btc #Bitcoin
Click for chart: https://t.co/yxAKFmQ7ig"
42,1519412332044111872,"Current Bitcoin Price:
USD $39,242.33
GBP £31,229.67
Euro €37,074.54
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency"
43,1519412331972857858,"RT @ZeussCapital: ⚡️ STONER APE GIVEAWAY ⚡️

Who wants this DOPE @TheStonerApes COME GET IT. May sounds huge for the #SACPAC 🧪 

RULES
⚡️FO…"
44,1519412331381354496,"#ATMUSDT #ATM 
Signal #1  

Last Signal: N/A 
Before: 4.38000000 
After: 5.06000000 🟢(15.53%) 
Volume Chng: 255,125 USDT (50.87%) 

Daily  
Price Chng: (15.53%)🟢 
Volume: 708,120 USDT 

🚀PRO ➡️ https://t.co/1EgdzYwDg1 🐳

#Crypto #Bitcoin #BTC #ETH"
45,1519412330794450944,"RT @CommunityFlare: #Crowdfunding on #FlareNetwork will change the game!

$XRP $LTC $DOGE $XLM $ALGO $BTC $FIL"
46,1519412329561169923,"RT @ZeussCapital: ⚡️ STONER APE GIVEAWAY ⚡️

Who wants this DOPE @TheStonerApes COME GET IT. May sounds huge for the #SACPAC 🧪 

RULES
⚡️FO…"
47,1519412329393401857,@AlciCraxxliop Great chance thank you @Rafael_abstract @reddysuresh @sparrowguy @mridulummat @Standard_BTC @catatoulie @NickMcpeake @DIzxnk @FaggotUchiha @Jamie__CAP @Ash_why_here @VincentLua @trkookrt @mutantsimian @alexguer3957
48,1519412329049378819,"We're giving away 50 Whitelist Spots +Giveaways for our growing discord community
♠️♥️♦️♣️

1️⃣Follow on Twitter and Insta
@BarkingPoker

2️⃣Retweet 🐦

3️⃣Join the pack👇
https://t.co/0ZIJwJNhnI

#Ethereum #nftart
#NFT #NFTCommunity #NFTs #NFTGiveaway #nftcollector #NFTartist #btc https://t.co/ayWL3qtuQO"
49,1519412325551206400,@MartiniGuyYT We are going to give 5000 $BTC complete the puzzle
50,1519412322397147136,Beast Wallet Secure method to store your BNFT and other tokens @beastnftio #crypto #btc #blockchain ~$BNFT https://t.co/SZmCGjKLpQ
51,1519412318421069827,"RT @Shaavvaal: I want to buy 100NFTS. Drop ur link
#BTC  #Ethereum  #crypto  #Binance  #Metaverse  #cryptocurrency  #NFT  #NFTs  #BNB  #NFT…"
52,1519412316563034112,"@cryptojack Hi,  good weeks 😊
Have you checked Cpos Genius Crypto Payment Solutions? 
Love💙 #cpos 
🥰🔥
#cmctopgainers ✅

Cpos🤝BTC 💓 

@Cposcloud @cposcloudturkey 
@MEXC_TR @MEXC_Global @okx @OkxTurkiye https://t.co/fmjnAViuPx"
53,1519412316235776002,"RT @ZeussCapital: ⚡️ STONER APE GIVEAWAY ⚡️

Who wants this DOPE @TheStonerApes COME GET IT. May sounds huge for the #SACPAC 🧪 

RULES
⚡️FO…"
54,1519412315048669185,"All data science models suggest that #BTC will peak much higher than other's. 
https://t.co/OYTdnYAZye
$SHIB $BTC $ETH $DOGE $SOL $CRV $ATH $SL $ALGO $MATIC $FIB $S $BOA $GME $TNT $H $AMC $CT $TP $MACD https://t.co/C2xnY5RYTi"
55,1519412313693966336,@elonmusk @robbysoave @esaagar We are going to give 5000 $BTC complete the puzzle
56,1519412311030706177,RT @cintrontech: #cryptocurrency Big Tech is crushing after hours due to earnings reports. #Cryptos #BTC #altcoins should get a boost if th…
57,1519412308337901570,👀 OK. Bitcoin spot ETF anytime soon? 🤔 #BTC https://t.co/ZgmHytbDFq
58,1519412307989778432,"New post (Price analysis 4/27: BTC, ETH, BNB, XRP, SOL, LUNA, ADA, AVAX, DOGE, DOT) has been published on Crypto Mainframe News  - https://t.co/rFtAQnZdN2 https://t.co/A4Qv0NVE2v"
59,1519412307599659008,"Best crypto server  group join here! 💥 

$BTC $EOS $ETH $SUSHI $FIL $XRP $SL $SKL $BTT $TP $ATH $MATIC $LTC $HOT $LOL $SAND $CHZ $SPI $ONE $USDT 

🌏 join my server - ✅✅https://t.co/46Ga9xC4m4 https://t.co/kx7NXbjRUm"
60,1519412307046117376,@Coinbase_NFT @VoodooDoubloon Thankâ€™s for my btc bonus. Musk love https://t.co/AUYg0lpI0X
61,1519412306962259968,RT @JMctalk: Hard money is the only thing that’s going to fix this. #BTC gets things back on track.
62,1519412304340611072,"RT @bitgetglobal: The previous low on $BTC Hashrate was in June 2021, when BTC was trading around 30k$

We are nearing 30k$ again yet Hashr…"
63,1519412300473503744,"RT @DamnDonkeyNFT: RT for guaranteed FREE mint 👀🎁

Picking 2 winners soon...
#NFTs #NFTCommmunity #NFTGiveaway #Whitelist #APE #ETH #BTC   …"
64,1519412297462128640,"RT @UkraineAidOps: To Donate: 

Please send PayPal 'gift' to:
ukraiop22@gmail.com
MaidinKentUK@outlook.com

BTC:
bc1qwpnra5xd6u0adddvealp89…"
65,1519412295591411712,"RT @GunlukTarih: @1goonrich Batcoin Cmc is loading...

We will be happy to see you with us.

🦇Batcoin🦇

0xAa731Eb48f701C132D5FA69B69f5eb406…"
66,1519412293926367233,#BTC #BTCUSDT #Bitcoin2022  Don't fall for the scam of those who say we're in a bull market https://t.co/IDn1DgxIOC
67,1519412293485924357,"#Marvin is a funny dog ​​who wants to go to space with his good father #ElonMusk 
🔘 Telegram:
https://t.co/kelf5usUUp
🔘 Website:
https://t.co/u44bbLrUTs
▪️▫️
@elonmusk
@Marvin_Inu 
$MARVIN
▫️◾️
#BTC #BNB #Doge #Shib #marvininu #Metaverse #Saitama #MARVININU #Marvin https://t.co/2KjKuf5ooH"
68,1519412292651261955,"RT @itsurboy_Slymz: Omo they just have to hear this voice 😩

Grammy - Lil Durk - Big Wiz - Saga - Ola BTC - Trevor Noah - University - Mari…"
69,1519412291367837696,"RT @bitgetglobal: The previous low on $BTC Hashrate was in June 2021, when BTC was trading around 30k$

We are nearing 30k$ again yet Hashr…"
70,1519412286770790400,"RT @doodle_homes: 🎁 Free #NFT Giveaway
Worth 1 #ETH (3200$)

Follow &amp; Retweet
Drop your #ETH  address

#NFTCommunity #opensea  #NFTArtist #…"
71,1519412286091268097,"Founders from a16z, Solana and more back new billion-dollar crypto fund https://t.co/8PQN5kCDlm 
#SolanaExclusive #Blockchain #Crypto #News #CT #CryptoCurrency #BTC #Bitcoin #BlockchainNews"
72,1519412285814546440,"RT @TheCryptoTrian1: Day 2 Updates: Phase 1 completed.

🔺 Launched on BSC and bridge successfully up and running.

🔺Dextools trending lined…"
73,1519412285571158016,"@hernanlafalce I WANT IT✅✅

#Giveaway #NFTCommunity #BNB #Airdrop #Solana #NFT #cryptocurrency #BSCGems #Ethereum #BTC #BSC"
74,1519412283901980676,RT @OfficialTravlad: I will send 1 #BNB to someone that retweets and is following myself ( @officialtravlad ) and has notifications turned…
75,1519412280093552641,Hard money is the only thing that’s going to fix this. #BTC gets things back on track. https://t.co/xP7KXzs8jj
76,1519412278503768064,"RT @kirstingives: $100 | 1,4 JUTA – 24 HOURS 

($50)
RT &amp; Register + Complete KYC (+Proof) 
https://t.co/AUrf6vV6qM

($50)
Deposit &amp; Comple…"
77,1519412277828595712,"RT @GunlukTarih: @OfficialTravlad Batcoin Cmc is loading...

We will be happy to see you with us.

🦇Batcoin🦇

0xAa731Eb48f701C132D5FA69B69f…"
78,1519412277174231048,"@cryptojack Hi,  good weeks 😊
Have you checked Cpos Genius Crypto Payment Solutions? 
Love💙 #cpos 
🥰🔥
#cmctopgainers ✅

Cpos🤝BTC 💓 

@Cposcloud @cposcloudturkey 
@MEXC_TR @MEXC_Global @okx @OkxTurkiye https://t.co/WbGAA31S8q"
79,1519412276880715785,"@cryptojack Check out #MetaAPE. Great roadmap and amazing tokenomics.

💰5% BTC REWARD HOURLY.
📅Upcoming MultiChain Launch 29 April 2022
🔓Locked Liquidity Pool
💰SINGLE-STAKING.
🔥Massive Burns

Follow:
@MetapeFinance

#MetaAPE #1000xgem #100xgem #BSCGems #BSCGemsAlert #BSCGemsAlert #BSC"
80,1519412276847128577,"#cryptocurrency Big Tech is crushing after hours due to earnings reports. #Cryptos #BTC #altcoins should get a boost if the correlation still stands. This does not mean bull market, just a possible bounce for now and then reevaluate from there."
81,1519412275320606720,"$MIR short thesis:
no need for legacy synths if BTC/ ETH trade like US equities anyway lmao https://t.co/mizKdOHMK5"
82,1519412271944028160,RT @PartyGuy6969: #EverRise $RISE #EverRiseV3 #EverRiseEDU #DeFi #Crypto #Cryptocurrency #Avalanche #EverBridge #Risers #BuildStuff #NFT_St…
83,1519412269611892736,@StockMKTNewz Thankâ€™s for my btc bonus. Musk love https://t.co/zknpFJL7TZ
84,1519412268949471232,@0xWillSmack #BNB #eth #BTC #PreSale #IDO i wish u all success
85,1519412268169142274,"RT @Foxy_Jaylad: I think $Marvin is worth checking out while it's still early and low MC 

@MarvinInu
#NFT launch will be a huge hit - expe…"
86,1519412262955630593,"Unironically that %70 down was the best thing that could have happened.

Made me realize i was just gambling, learned how to scalp instead of swing, learned to use RSI, EMA and trends properly. Stopped swing trading fully, no alts, only BTC.

30m chart is my home and i love it."
87,1519412254860627975,"RT @ShibNFTMeta: $20000 Giveaway! ☀️🤫

As a Celebration for Elon Musk buying twitter + my pinned #NFT giveaway 

Giving Away $20000 in $ETH…"
88,1519412254373908482,"RT @ShibNFTMeta: $20000 Giveaway! ☀️🤫

As a Celebration for Elon Musk buying twitter + my pinned #NFT giveaway 

Giving Away $20000 in $ETH…"
89,1519412253732311041,RT @EJMG98007172: @cz_binance @elonmusk @Anthony74970961 @PAW_digital Paw travels the world breaking the barriers and the way cryptocurrenc…
90,1519412253459689474,"@1goonrich Pandagirltoken the cutest token on the BSC
Our NFT launch is on the 29th of april
Followed by a buy back and burn
Dont miss this 
#NFT #nftart #nft #ETH #BTC #ADA #NFTCommunity #BSCGems #BSC https://t.co/vekRTtuztp"
91,1519412250464903170,"RT @doodle_homes: 🎁 Free #NFT Giveaway
Worth 1 #ETH (3200$)

Follow &amp; Retweet
Drop your #ETH  address

#NFTCommunity #opensea  #NFTArtist #…"
92,1519412249701404672,"#SPELL - short alert 🥶🤦🏻

Exchange     : FTX
Market         : $SPELL - $PERP
Volume        : $102,325
Price            : $0.0037510

$BTC #BTC $ETH #ETH

For live Whale Trade Flow, check - https://t.co/qEq8Ymgdoc https://t.co/MSHdDomzpr"
93,1519412246044151808,@The_BTC_Express Low key feel attacked. Lol
94,1519412245188517893,"@cryptojack Hi,  good weeks 😊
Have you checked Cpos Genius Crypto Payment Solutions? 
Love💙 #cpos 
🥰🔥
#cmctopgainers ✅

Cpos🤝BTC 💓 

@Cposcloud @cposcloudturkey 
@MEXC_TR @MEXC_Global @okx @OkxTurkiye https://t.co/EPnxRYLFyS"
95,1519412242021715969,"Checkout @phoenixicf for amazing #Crypto updates.

$BTC #bitcoin"
96,1519412241430241280,"RT @theholybinns: Ayyy it’s that time of the week again! BLACK CARDANO FOLK with @AILovetru Wednesday 4PM PST. We’ll be talking catalyst, w…"
97,1519412237470949376,"RT @CrazyRobotNFT: #NFTs Presale #MetaElegantBot 

In @relayxio with Benefits (40%) for the owners of the #CrazyBot and all the owners of t…"
98,1519412234274942977,"RT @SquawkStreet: MicroStrategy's @saylor calls #Bitcoin ""the ultimate risk-off asset,"" in spite of recent price action. ""The traders and t…"
99,1519412234190995458,"@SharksCoins 💰 COME JOIN @shift_token NOW 💰

🔥TASTY DIP, JUST EAT THAT🔥 

💎 0% BUY TAX
💎 DOXXED DEV
💎 REAL LIFE UTILITY

#SHIFT $SHIFT #SHIFTNATION #SHIFTISTHENEXT1000X #SHIFTFIT #ETH #CRYPTO #BTC https://t.co/zx2cjvk0a1"
