,created_at,date,tweet
0,1649462378000.0,2022-04-08 16:59:38,@gohogsgirl @Badams820 @medwoman1 @VinceGottalotta @annaeck73 @ziggywilde @akfeministfrog @flightmedicems @PalusoSonny @dqschmidt15 @Krispi_Largo @mathmomma24 @Cary_wh @AdorablePodcast @MNoybn @alkivari @PaulStetson13 @Sinner_Lilith @mi_sfrom @DonnyDumbcunt @The_Real_BiM @TheLivingKira @JGainsbourgh @photoartist9 @AliceKing69 @JaneKn0wsBest @DATheHighGuy @mirandaisrisen @JaePea02 @PoliticsPot @Traveler3906 @JeffreySHarper1 @brian_alford @RaeYerblase @QuidRises @1Quetzalcoatl1 @PhilBrown62 @RobfromMO @ahrehead @liberalintexas2 @Solo_Knight66 @stemmler448 @pro13A @vixmcintyre @StephFeminist @SapienWoman @_cynde__ @NapSavage @emsops @TheAbortionGirl It's also AAVE - which they know and is why they misappropriate it.
1,1649462286000.0,2022-04-08 16:58:06,"#Binance Futures Report!  🔵 15m: $EOS, $MASK, $AAVE, $BEL 🔴 1H: $SXP, $DUSK, $RVN, $BAT 🟢 4H: $VET, $TRX, $APE, $AXS 🟢 1D: $ADA, $SUSHI, $REN, $ZIL   #Crypto #AltCoins #BTC  95272007"
2,1649462278000.0,2022-04-08 16:57:58,Top 5 Mentions Updated Every 15 Minutes    [BETA STAGE] Except BTC and ETH      1- $LUNA:879772 point 🚀    2- $PAXG:586650 point 🚀    3- $ZIL:517324 point 🚀    4- $AAVE:246398 point 🚀    5- $AXS:230114 point 🚀
3,1649461994000.0,2022-04-08 16:53:14,"@BlockchainatCU @davidesilverman @AaveAave @DZack23 @arbitrum @stefancoh @BainCapCrypto @pauljlei @gauntletnetwork Great time, thanks all🚀"
4,1649461906000.0,2022-04-08 16:51:46,@Polygon_Space1 @Instadapp @AaveAave @0xPolygon i'm so excited for this . i will dive deeper to know how can i properly migrate
5,1649461875000.0,2022-04-08 16:51:15,@Hxxxl2 and terrible misusage of aave
6,1649461864000.0,2022-04-08 16:51:04,"11. BCH --  326.71313 USD 12. UNI --  9.70739USD 13. XMR --  216.79997 USD 14. THETA --  3.32558 USD 15. AAVE --  183.22835 USD 16. EOS --  2.37708 USD 17. MKR --  2,028.42248 USD 18. SNX --  5.19515 USD 19. COMP --  134.54586 USD 20. SUSHI --  3.37579 USD"
7,1649461801000.0,2022-04-08 16:50:01,"$BTC Pairs - MACD Cross Daily  Pairs:   $AAVE, $AMB, $ARPA, $BAND, $CELR, $DCR, $DUSK, $FET, $FIL, $GRS, $LINK, $LUNA, $NEBL, $NKN, $PHB, $QKC, $REN, $REN, $SC, $WAN  Condition:  MACD Cross Bearish 📉  #BTC  #KUCOIN  Sign up:   https://t.co/AyuyXrK6wE  https://t.co/w1V29M6sMs"
8,1649461792000.0,2022-04-08 16:49:52,Most Traded ERC-20 Crypto  The Last 24 Hours  $SHIB @Shibtoken  $APE @apecoin  $AXS @axieinfinity  $AAVE @AaveAave  $SAND @TheSandboxGame  $GALA @GoGalaGames  $MANA @decentraland  $ENJ @enjin  $BAL @BalancerLabs  $GRT @graphprotocol
9,1649461728000.0,2022-04-08 16:48:48,"Supply is tight and getting tighter, demand is building.  The outcome is inevitable anon.  https://t.co/ExUuCbdC7N $BTC $ETH $Shib $Doge $Ltc $sol $aave $sxp $xvs $orn $raca $xrp  https://t.co/Sf9bjipxlT"
10,1649461719000.0,2022-04-08 16:48:39,"$AAVE Guys, Don't miss the next move in a few hours...~ 🔗 https://t.co/7GETKMCz4n"
11,1649461653000.0,2022-04-08 16:47:33,"JUST IN: $CVX @convexfinance once again a MOST USED smart contract among top 100 #ETH whales in 24hrs 🐳  We've also got $MATIC, $APE, $LINK, $AAVE &amp; $BOBA on the list 👀  Whale leaderboard:  https://t.co/N5qqsCAH8j  #CVX #whalestats #babywhale #BBW"
12,1649461581000.0,2022-04-08 16:46:21,"Swing 🚥  $AAVE 🟡 $181.70 $HNT 🟡 $21.86 $CAKE 🟡 $8.33 $ZEC 🟡 $165.10 $EOS 🟡 $2.35 $FLOW 🟡 $6.07 $XEC 🟡 $0.00 $MKR 🟡 $2,013.00 $GRT 🟡 $0.39 $BTT 🟡 $0.00   https://t.co/xzqH6LyCnS"
13,1649461501000.0,2022-04-08 16:45:01,↑ Aave V2 Deposit APY for USDT on Polygon is 3.15%. It was previously 3.14%.  #defiratealert  #Aave  #USDT  #Polygon
14,1649461501000.0,2022-04-08 16:45:01,↑ Aave V2 Borrow APY for USDT on Polygon is 3.99%. It was previously 3.98%.  #defiratealert  #Aave  #USDT  #Polygon
15,1649461466000.0,2022-04-08 16:44:26,@DojaAeri I black American in this app once told me i speak weird aave because i am faking being black and i was like English isn’t my first language dudeee
